ref_name,dist_name,mos,std
I02.BMP,i02_03_4.bmp,3.52778,2
I02.BMP,i02_03_5.bmp,2.91892,2
I02.BMP,i02_04_1.bmp,6.28571,3
I02.BMP,i02_04_2.bmp,6.16216,3
I02.BMP,i02_04_3.bmp,5.19444,3
I02.BMP,i02_04_4.bmp,4.74286,3
I02.BMP,i02_04_5.bmp,4.28571,3
I02.BMP,i02_05_1.bmp,6.11765,4
I02.BMP,i02_05_2.bmp,6.11111,4
I02.BMP,i02_05_3.bmp,5.43243,4
I02.BMP,i02_05_4.bmp,4.37838,4
I02.BMP,i02_05_5.bmp,3.41667,4
I02.BMP,i02_06_1.bmp,4.55556,5
I02.BMP,i02_06_2.bmp,4.27778,5
I02.BMP,i02_06_3.bmp,3.72973,5
I02.BMP,i02_06_4.bmp,3.48571,5
I02.BMP,i02_06_5.bmp,3.10811,5
I02.BMP,i02_07_1.bmp,5.91429,6
I02.BMP,i02_07_2.bmp,5.58333,6
I02.BMP,i02_07_3.bmp,3.76471,6
I02.BMP,i02_07_4.bmp,3.75676,6
I02.BMP,i02_07_5.bmp,2.85714,6
I02.BMP,i02_08_1.bmp,6.10811,7
I02.BMP,i02_08_2.bmp,5.16667,7
I02.BMP,i02_08_3.bmp,4.54286,7
I02.BMP,i02_08_4.bmp,3.83784,7
I02.BMP,i02_08_5.bmp,3.02703,7
I02.BMP,i02_09_1.bmp,6.00000,8
I02.BMP,i02_09_2.bmp,5.51429,8
I02.BMP,i02_09_3.bmp,4.52778,8
I02.BMP,i02_09_4.bmp,3.64865,8
I02.BMP,i02_09_5.bmp,2.41667,8
I02.BMP,i02_10_1.bmp,6.00000,9
I02.BMP,i02_10_2.bmp,5.97222,9
I02.BMP,i02_10_3.bmp,5.43243,9
I02.BMP,i02_10_4.bmp,3.50000,9
I02.BMP,i02_10_5.bmp,2.71429,9
I02.BMP,I02_11_1.BMP,5.91667,10
I02.BMP,i02_11_2.bmp,4.80556,10
I02.BMP,i02_11_3.bmp,2.97297,10
I02.BMP,i02_11_4.bmp,1.91892,10
I02.BMP,i02_11_5.bmp,1.27778,10
I02.BMP,i02_12_1.bmp,5.30556,11
I02.BMP,i02_12_2.bmp,4.43243,11
I02.BMP,i02_12_3.bmp,3.08108,11
I02.BMP,i02_12_4.bmp,2.67568,11
I02.BMP,i02_12_5.bmp,2.37143,11
I02.BMP,I02_13_1.BMP,4.47222,12
I02.BMP,i02_13_2.bmp,4.00000,12
I02.BMP,i02_13_3.bmp,3.38889,12
I02.BMP,i02_13_4.bmp,2.89189,12
I02.BMP,i02_13_5.bmp,3.61111,12
I02.BMP,i02_14_1.bmp,5.75000,13
I02.BMP,i02_14_2.bmp,6.08108,13
I02.BMP,i02_14_3.bmp,5.11429,13
I02.BMP,i02_14_4.bmp,5.31429,13
I02.BMP,i02_14_5.bmp,4.21622,13
I02.BMP,i02_15_1.bmp,3.40000,14
I02.BMP,i02_15_2.bmp,3.62162,14
I02.BMP,i02_15_3.bmp,3.83333,14
I02.BMP,i02_15_4.bmp,3.83784,14
I02.BMP,i02_15_5.bmp,4.20000,14
I02.BMP,i02_16_1.bmp,5.94595,15
I02.BMP,i02_16_2.bmp,6.08333,15
I02.BMP,i02_16_3.bmp,5.32432,15
I02.BMP,i02_16_4.bmp,5.13889,15
I02.BMP,i02_16_5.bmp,4.56757,15
I02.BMP,i02_17_1.bmp,5.91667,16
I02.BMP,i02_17_2.bmp,5.68571,16
I02.BMP,i02_17_3.bmp,4.83784,16
I02.BMP,i02_17_4.bmp,4.77143,16
I02.BMP,i02_17_5.bmp,3.91667,16
I02.BMP,i02_18_1.bmp,5.97222,17
I02.BMP,i02_18_2.bmp,5.59459,17
I02.BMP,i02_18_3.bmp,4.82857,17
I02.BMP,i02_18_4.bmp,4.91892,17
I02.BMP,i02_18_5.bmp,4.54286,17
I02.BMP,i02_19_1.bmp,5.77778,18
I02.BMP,i02_19_2.bmp,5.43243,18
I02.BMP,i02_19_3.bmp,4.83333,18
I02.BMP,i02_19_4.bmp,4.22222,18
I02.BMP,i02_19_5.bmp,3.75676,18
I02.BMP,i02_20_1.bmp,6.05405,19
I02.BMP,i02_20_2.bmp,6.17143,19
I02.BMP,i02_20_3.bmp,5.30556,19
I02.BMP,i02_20_4.bmp,4.00000,19
I02.BMP,i02_20_5.bmp,2.80556,19
I02.BMP,i02_21_1.bmp,5.97297,20
I02.BMP,i02_21_2.bmp,5.29730,20
I02.BMP,i02_21_3.bmp,4.60000,20
I02.BMP,i02_21_4.bmp,3.27778,20
I02.BMP,i02_21_5.bmp,2.36111,20
I02.BMP,i02_22_1.bmp,5.51351,21
I02.BMP,i02_22_2.bmp,5.24324,21
I02.BMP,i02_22_3.bmp,4.48571,21
I02.BMP,i02_22_4.bmp,3.80556,21
I02.BMP,i02_22_5.bmp,2.22222,21
I02.BMP,i02_23_1.bmp,6.77778,22
I02.BMP,i02_23_2.bmp,5.54054,22
I02.BMP,i02_23_3.bmp,3.44444,22
I02.BMP,i02_23_4.bmp,2.16216,22
I02.BMP,i02_23_5.bmp,0.81081,22
I02.BMP,i02_24_1.bmp,6.08108,23
I02.BMP,i02_24_2.bmp,4.91667,23
I02.BMP,i02_24_3.bmp,3.00000,23
I02.BMP,i02_24_4.bmp,2.11111,23
I02.BMP,i02_24_5.bmp,0.89189,23
I03.BMP,I03_01_1.bmp,5.76923,0
I03.BMP,i03_01_2.bmp,5.10526,0
I03.BMP,i03_01_3.bmp,4.68421,0
I03.BMP,i03_01_4.bmp,4.25000,0
I03.BMP,i03_01_5.bmp,3.92500,0
I03.BMP,i03_02_1.bmp,6.18421,1
I03.BMP,i03_02_2.bmp,6.28205,1
I03.BMP,i03_02_3.bmp,5.25000,1
I03.BMP,i03_02_4.bmp,5.00000,1
I03.BMP,i03_02_5.bmp,4.60000,1
I03.BMP,i03_03_1.bmp,4.65000,2
I03.BMP,i03_03_2.bmp,4.07692,2
I03.BMP,i03_03_3.bmp,3.85000,2
I03.BMP,i03_03_4.bmp,3.28205,2
I03.BMP,i03_03_5.bmp,2.89474,2
I03.BMP,i03_04_1.bmp,6.38462,3
I03.BMP,i03_04_2.bmp,5.65789,3
I03.BMP,i03_04_3.bmp,5.22500,3
I03.BMP,i03_04_4.bmp,4.60000,3
I03.BMP,i03_04_5.bmp,3.57500,3
I03.BMP,i03_05_1.bmp,6.50000,4
I03.BMP,i03_05_2.bmp,5.63158,4
I03.BMP,i03_05_3.bmp,5.30000,4
I03.BMP,i03_05_4.bmp,4.30769,4
I03.BMP,i03_05_5.bmp,3.47368,4
I03.BMP,i03_06_1.bmp,4.81579,5
I03.BMP,i03_06_2.bmp,4.53846,5
I03.BMP,i03_06_3.bmp,4.10000,5
I03.BMP,i03_06_4.bmp,3.75000,5
I03.BMP,i03_06_5.bmp,3.50000,5
I03.BMP,i03_07_1.bmp,4.97436,6
I03.BMP,i03_07_2.bmp,4.10000,6
I03.BMP,i03_07_3.bmp,3.84615,6
I03.BMP,i03_07_4.bmp,3.82500,6
I03.BMP,i03_07_5.bmp,3.61538,6
I03.BMP,i03_08_1.bmp,6.34211,7
I03.BMP,i03_08_2.bmp,5.60000,7
I03.BMP,i03_08_3.bmp,4.47368,7
I03.BMP,i03_08_4.bmp,3.75000,7
I03.BMP,i03_08_5.bmp,2.95000,7
I03.BMP,i03_09_1.bmp,6.65000,8
I03.BMP,i03_09_2.bmp,6.25641,8
I03.BMP,i03_09_3.bmp,5.47500,8
I03.BMP,i03_09_4.bmp,3.74359,8
I03.BMP,i03_09_5.bmp,2.47368,8
I03.BMP,i03_10_1.bmp,6.23684,9
I03.BMP,i03_10_2.bmp,5.66667,9
I03.BMP,i03_10_3.bmp,5.05128,9
I03.BMP,i03_10_4.bmp,3.30000,9
I03.BMP,i03_10_5.bmp,2.48718,9
I03.BMP,I03_11_1.BMP,5.36842,10
I03.BMP,i03_11_2.bmp,4.07692,10
I03.BMP,i03_11_3.bmp,2.84615,10
I03.BMP,i03_11_4.bmp,1.82051,10
I03.BMP,i03_11_5.bmp,0.70000,10
I03.BMP,i03_12_1.bmp,5.41026,11
I03.BMP,i03_12_2.bmp,4.07895,11
I03.BMP,i03_12_3.bmp,2.84211,11
I03.BMP,i03_12_4.bmp,3.10000,11
I03.BMP,i03_12_5.bmp,2.40000,11
I03.BMP,I03_13_1.BMP,5.12821,12
I03.BMP,i03_13_2.bmp,3.64103,12
I03.BMP,i03_13_3.bmp,3.92500,12
I03.BMP,i03_13_4.bmp,2.92500,12
I03.BMP,i03_13_5.bmp,2.42105,12
I03.BMP,i03_14_1.bmp,5.07692,13
I03.BMP,i03_14_2.bmp,6.00000,13
I03.BMP,i03_14_3.bmp,4.85000,13
I03.BMP,i03_14_4.bmp,4.46154,13
I03.BMP,i03_14_5.bmp,3.50000,13
I03.BMP,i03_15_1.bmp,3.72500,14
I03.BMP,i03_15_2.bmp,4.05000,14
I03.BMP,i03_15_3.bmp,4.02500,14
I03.BMP,i03_15_4.bmp,4.28205,14
I03.BMP,i03_15_5.bmp,4.79487,14
I03.BMP,i03_16_1.bmp,6.82051,15
I03.BMP,i03_16_2.bmp,6.52500,15
I03.BMP,i03_16_3.bmp,5.97500,15
I03.BMP,i03_16_4.bmp,6.07500,15
I03.BMP,i03_16_5.bmp,5.02564,15
I03.BMP,i03_17_1.bmp,6.28205,16
I03.BMP,i03_17_2.bmp,6.75000,16
I03.BMP,i03_17_3.bmp,5.20000,16
I03.BMP,i03_17_4.bmp,6.57500,16
I03.BMP,i03_17_5.bmp,3.79487,16
I03.BMP,i03_18_1.bmp,5.76923,17
I03.BMP,i03_18_2.bmp,5.71795,17
I03.BMP,i03_18_3.bmp,5.56410,17
I03.BMP,i03_18_4.bmp,5.00000,17
I03.BMP,i03_18_5.bmp,4.65789,17
I03.BMP,i03_19_1.bmp,5.51282,18
I03.BMP,i03_19_2.bmp,5.02564,18
I03.BMP,i03_19_3.bmp,4.70000,18
I03.BMP,i03_19_4.bmp,4.30769,18
I03.BMP,i03_19_5.bmp,3.69231,18
I03.BMP,i03_20_1.bmp,5.84211,19
I03.BMP,i03_20_2.bmp,5.46154,19
I03.BMP,i03_20_3.bmp,4.15789,19
I03.BMP,i03_20_4.bmp,3.17949,19
I03.BMP,i03_20_5.bmp,2.82500,19
I03.BMP,i03_21_1.bmp,5.23684,20
I03.BMP,i03_21_2.bmp,4.43590,20
I03.BMP,i03_21_3.bmp,3.89744,20
I03.BMP,i03_21_4.bmp,3.17949,20
I03.BMP,i03_21_5.bmp,2.10000,20
I03.BMP,i03_22_1.bmp,5.97436,21
I03.BMP,i03_22_2.bmp,5.35897,21
I03.BMP,i03_22_3.bmp,5.23077,21
I03.BMP,i03_22_4.bmp,4.35897,21
I03.BMP,i03_22_5.bmp,3.92105,21
I03.BMP,i03_23_1.bmp,6.71795,22
I03.BMP,i03_23_2.bmp,5.84615,22
I03.BMP,i03_23_3.bmp,3.90000,22
I03.BMP,i03_23_4.bmp,2.65789,22
I03.BMP,i03_23_5.bmp,1.97500,22
I03.BMP,i03_24_1.bmp,5.74359,23
I03.BMP,i03_24_2.bmp,4.20513,23
I03.BMP,i03_24_3.bmp,2.82500,23
I03.BMP,i03_24_4.bmp,1.81579,23
I03.BMP,i03_24_5.bmp,0.42105,23
I04.BMP,I04_01_1.bmp,5.76190,0
I04.BMP,i04_01_2.bmp,5.47619,0
I04.BMP,i04_01_3.bmp,4.92857,0
I04.BMP,i04_01_4.bmp,4.26829,0
I04.BMP,i04_01_5.bmp,4.00000,0
I04.BMP,i04_02_1.bmp,6.27500,1
I04.BMP,i04_02_2.bmp,6.15385,1
I04.BMP,i04_02_3.bmp,5.68293,1
I04.BMP,i04_02_4.bmp,5.30952,1
I04.BMP,i04_02_5.bmp,4.53659,1
I04.BMP,i04_03_1.bmp,4.78049,2
I04.BMP,i04_03_2.bmp,4.21429,2
I04.BMP,i04_03_3.bmp,3.90000,2
I04.BMP,i04_03_4.bmp,3.42500,2
I04.BMP,i04_03_5.bmp,3.02381,2
I04.BMP,i04_04_1.bmp,6.12500,3
I04.BMP,i04_04_2.bmp,6.26829,3
I04.BMP,i04_04_3.bmp,6.15000,3
I04.BMP,i04_04_4.bmp,5.47619,3
I04.BMP,i04_04_5.bmp,4.80952,3
I04.BMP,i04_05_1.bmp,6.30952,4
I04.BMP,i04_05_2.bmp,5.90244,4
I04.BMP,i04_05_3.bmp,5.32500,4
I04.BMP,i04_05_4.bmp,4.47619,4
I04.BMP,i04_05_5.bmp,3.70732,4
I04.BMP,i04_06_1.bmp,5.02381,5
I04.BMP,i04_06_2.bmp,4.56098,5
I04.BMP,i04_06_3.bmp,4.26190,5
I04.BMP,i04_06_4.bmp,4.19512,5
I04.BMP,i04_06_5.bmp,3.45000,5
I04.BMP,i04_07_1.bmp,4.69048,6
I04.BMP,i04_07_2.bmp,4.07500,6
I04.BMP,i04_07_3.bmp,3.52381,6
I04.BMP,i04_07_4.bmp,3.14286,6
I04.BMP,i04_07_5.bmp,2.95238,6
I04.BMP,i04_08_1.bmp,6.30952,7
I04.BMP,i04_08_2.bmp,5.92683,7
I04.BMP,i04_08_3.bmp,5.38095,7
I04.BMP,i04_08_4.bmp,4.37500,7
I04.BMP,i04_08_5.bmp,3.66667,7
I04.BMP,i04_09_1.bmp,6.38095,8
I04.BMP,i04_09_2.bmp,5.80488,8
I04.BMP,i04_09_3.bmp,5.04878,8
I04.BMP,i04_09_4.bmp,3.78049,8
I04.BMP,i04_09_5.bmp,2.50000,8
I04.BMP,i04_10_1.bmp,6.07143,9
I04.BMP,i04_10_2.bmp,5.97561,9
I04.BMP,i04_10_3.bmp,5.07143,9
I04.BMP,i04_10_4.bmp,3.26190,9
I04.BMP,i04_10_5.bmp,2.19048,9
I04.BMP,I04_11_1.BMP,5.30000,10
I04.BMP,i04_11_2.bmp,4.00000,10
I04.BMP,i04_11_3.bmp,2.90244,10
I04.BMP,i04_11_4.bmp,2.00000,10
I04.BMP,i04_11_5.bmp,0.88095,10
I04.BMP,i04_12_1.bmp,6.05000,11
I04.BMP,i04_12_2.bmp,4.64286,11
I04.BMP,i04_12_3.bmp,3.92857,11
I04.BMP,i04_12_4.bmp,2.90476,11
I04.BMP,i04_12_5.bmp,2.65854,11
I04.BMP,I04_13_1.BMP,4.66667,12
I04.BMP,i04_13_2.bmp,3.84615,12
I04.BMP,i04_13_3.bmp,3.35714,12
I04.BMP,i04_13_4.bmp,3.46341,12
I04.BMP,i04_13_5.bmp,2.38095,12
I04.BMP,i04_14_1.bmp,5.07143,13
I04.BMP,i04_14_2.bmp,6.40476,13
I04.BMP,i04_14_3.bmp,6.00000,13
I04.BMP,i04_14_4.bmp,4.40476,13
I04.BMP,i04_14_5.bmp,3.60976,13
I04.BMP,i04_15_1.bmp,3.38095,14
I04.BMP,i04_15_2.bmp,3.40476,14
I04.BMP,i04_15_3.bmp,3.50000,14
I04.BMP,i04_15_4.bmp,3.75610,14
I04.BMP,i04_15_5.bmp,4.05128,14
I04.BMP,i04_16_1.bmp,6.28571,15
I04.BMP,i04_16_2.bmp,6.64286,15
I04.BMP,i04_16_3.bmp,6.09524,15
I04.BMP,i04_16_4.bmp,5.66667,15
I04.BMP,i04_16_5.bmp,5.15385,15
I04.BMP,i04_17_1.bmp,6.00000,16
I04.BMP,i04_17_2.bmp,6.66667,16
I04.BMP,i04_17_3.bmp,4.78049,16
I04.BMP,i04_17_4.bmp,7.21429,16
I04.BMP,i04_17_5.bmp,3.92500,16
I04.BMP,i04_18_1.bmp,5.41463,17
I04.BMP,i04_18_2.bmp,5.02439,17
I04.BMP,i04_18_3.bmp,4.66667,17
I04.BMP,i04_18_4.bmp,4.23810,17
I04.BMP,i04_18_5.bmp,3.92683,17
I04.BMP,i04_19_1.bmp,5.45238,18
I04.BMP,i04_19_2.bmp,5.35714,18
I04.BMP,i04_19_3.bmp,4.90244,18
I04.BMP,i04_19_4.bmp,4.42500,18
I04.BMP,i04_19_5.bmp,4.16667,18
I04.BMP,i04_20_1.bmp,6.45238,19
I04.BMP,i04_20_2.bmp,5.22500,19
I04.BMP,i04_20_3.bmp,4.19048,19
I04.BMP,i04_20_4.bmp,3.11905,19
I04.BMP,i04_20_5.bmp,2.41463,19
I04.BMP,i04_21_1.bmp,5.14634,20
I04.BMP,i04_21_2.bmp,4.73171,20
I04.BMP,i04_21_3.bmp,3.80952,20
I04.BMP,i04_21_4.bmp,3.21951,20
I04.BMP,i04_21_5.bmp,2.00000,20
I04.BMP,i04_22_1.bmp,6.02439,21
I04.BMP,i04_22_2.bmp,5.78571,21
I04.BMP,i04_22_3.bmp,4.42857,21
I04.BMP,i04_22_4.bmp,4.12195,21
I04.BMP,i04_22_5.bmp,2.90476,21
I04.BMP,i04_23_1.bmp,6.42500,22
I04.BMP,i04_23_2.bmp,5.40476,22
I04.BMP,i04_23_3.bmp,3.87805,22
I04.BMP,i04_23_4.bmp,2.95122,22
I04.BMP,i04_23_5.bmp,1.47619,22
I04.BMP,i04_24_1.bmp,5.54762,23
I04.BMP,i04_24_2.bmp,3.76190,23
I04.BMP,i04_24_3.bmp,2.58537,23
I04.BMP,i04_24_4.bmp,1.90476,23
I04.BMP,i04_24_5.bmp,0.58537,23
I05.BMP,I05_01_1.bmp,5.52500,0
I05.BMP,i05_01_2.bmp,5.50000,0
I05.BMP,i05_01_3.bmp,4.84615,0
I05.BMP,i05_01_4.bmp,4.05128,0
I05.BMP,i05_01_5.bmp,3.56098,0
I05.BMP,i05_02_1.bmp,5.82927,1
I05.BMP,i05_02_2.bmp,5.68293,1
I05.BMP,i05_02_3.bmp,5.32500,1
I05.BMP,i05_02_4.bmp,5.09756,1
I05.BMP,i05_02_5.bmp,4.25641,1
I05.BMP,i05_03_1.bmp,5.09756,2
I05.BMP,i05_03_2.bmp,4.48780,2
I05.BMP,i05_03_3.bmp,3.67500,2
I05.BMP,i05_03_4.bmp,3.07317,2
I05.BMP,i05_03_5.bmp,2.37500,2
I05.BMP,i05_04_1.bmp,5.63415,3
I05.BMP,i05_04_2.bmp,5.75000,3
I05.BMP,i05_04_3.bmp,5.57500,3
I05.BMP,i05_04_4.bmp,4.92683,3
I05.BMP,i05_04_5.bmp,4.40000,3
I05.BMP,i05_05_1.bmp,5.62500,4
I05.BMP,i05_05_2.bmp,5.39024,4
I05.BMP,i05_05_3.bmp,4.70000,4
I05.BMP,i05_05_4.bmp,3.81579,4
I05.BMP,i05_05_5.bmp,2.92308,4
I05.BMP,i05_06_1.bmp,4.37500,5
I05.BMP,i05_06_2.bmp,3.92308,5
I05.BMP,i05_06_3.bmp,3.50000,5
I05.BMP,i05_06_4.bmp,3.31707,5
I05.BMP,i05_06_5.bmp,2.51282,5
I05.BMP,i05_07_1.bmp,5.27500,6
I05.BMP,i05_07_2.bmp,5.26829,6
I05.BMP,i05_07_3.bmp,4.53846,6
I05.BMP,i05_07_4.bmp,4.05128,6
I05.BMP,i05_07_5.bmp,3.14634,6
I05.BMP,i05_08_1.bmp,5.40000,7
I05.BMP,i05_08_2.bmp,4.66667,7
I05.BMP,i05_08_3.bmp,3.65854,7
I05.BMP,i05_08_4.bmp,2.78049,7
I05.BMP,i05_08_5.bmp,1.25000,7
I05.BMP,i05_09_1.bmp,5.82500,8
I05.BMP,i05_09_2.bmp,5.82500,8
I05.BMP,i05_09_3.bmp,5.32500,8
I05.BMP,i05_09_4.bmp,3.50000,8
I05.BMP,i05_09_5.bmp,1.36585,8
I05.BMP,i05_10_1.bmp,5.73171,9
I05.BMP,i05_10_2.bmp,5.15385,9
I05.BMP,i05_10_3.bmp,4.70732,9
I05.BMP,i05_10_4.bmp,3.43902,9
I05.BMP,i05_10_5.bmp,1.87805,9
I05.BMP,I05_11_1.BMP,5.75610,10
I05.BMP,i05_11_2.bmp,5.40000,10
I05.BMP,i05_11_3.bmp,4.50000,10
I05.BMP,i05_11_4.bmp,3.66667,10
I05.BMP,i05_11_5.bmp,2.25000,10
I05.BMP,i05_12_1.bmp,5.68293,11
I05.BMP,i05_12_2.bmp,5.77500,11
I05.BMP,i05_12_3.bmp,5.35000,11
I05.BMP,i05_12_4.bmp,3.80000,11
I05.BMP,i05_12_5.bmp,2.72500,11
I05.BMP,I05_13_1.BMP,5.46341,12
I05.BMP,i05_13_2.bmp,4.90244,12
I05.BMP,i05_13_3.bmp,3.47500,12
I05.BMP,i05_13_4.bmp,2.97561,12
I05.BMP,i05_13_5.bmp,1.97368,12
I05.BMP,i05_14_1.bmp,5.92683,13
I05.BMP,i05_14_2.bmp,5.53659,13
I05.BMP,i05_14_3.bmp,5.60976,13
I05.BMP,i05_14_4.bmp,5.22500,13
I05.BMP,i05_14_5.bmp,4.31707,13
I05.BMP,i05_15_1.bmp,3.05000,14
I05.BMP,i05_15_2.bmp,3.10000,14
I05.BMP,i05_15_3.bmp,3.31707,14
I05.BMP,i05_15_4.bmp,3.90000,14
I05.BMP,i05_15_5.bmp,3.84615,14
I05.BMP,i05_16_1.bmp,6.15000,15
I05.BMP,i05_16_2.bmp,5.95000,15
I05.BMP,i05_16_3.bmp,5.58537,15
